Order ID;Order Date;Customer Name;Phone;Mail;Segment;Country;City;State;Postal Code;Region;Category;Product Name;Sales;Quantity
CA-2015-109638;15/12/2015;Joseph Holt;+981 11509638;JoHolt@superstore.com;Consumer;United States;Seattle;Washington;98115;West;Technology;Logitech G700s Rechargeable Gaming Mouse;899,91;9
CA-2015-109638;15/12/2015;Joseph Holt;+981 11509638;JoHolt@superstore.com;Consumer;United States;Seattle;Washington;98115;West;Office Supplies;Acco D-Ring Binder w/DublLock;51,312;3
CA-2016-109869;22/4/2016;Tanja Norvell;+850 02309869;TaNorvell@superstore.com;Home Office;United States;Phoenix;Arizona;85023;West;Furniture;Eldon Wave Desk Accessories;23,56;5
CA-2016-109869;22/4/2016;Tanja Norvell;+850 02309869;TaNorvell@superstore.com;Home Office;United States;Phoenix;Arizona;85023;West;Furniture;Bush Advantage Collection Racetrack Conference Table;1272,63;6
CA-2016-109869;22/4/2016;Tanja Norvell;+850 02309869;TaNorvell@superstore.com;Home Office;United States;Phoenix;Arizona;85023;West;Office Supplies;Poly Designer Cover & Back;28,485;5
CA-2016-109869;22/4/2016;Tanja Norvell;+850 02309869;TaNorvell@superstore.com;Home Office;United States;Phoenix;Arizona;85023;West;Office Supplies;Premier Electric Letter Opener;185,376;2
CA-2016-109869;22/4/2016;Tanja Norvell;+850 02309869;TaNorvell@superstore.com;Home Office;United States;Phoenix;Arizona;85023;West;Office Supplies;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;78,272;2
US-2015-101399;17/1/2015;Joni Sundaresam;+600 06801399;JoSundaresam@superstore.com;Home Office;United States;Park Ridge;Illinois;60068;Central;Furniture;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;254,744;7
CA-2017-154907;31/3/2017;David Smith;+791 10954907;DaSmith@superstore.com;Corporate;United States;Amarillo;Texas;79109;Central;Furniture;Bush Mission Pointe Library;205,3328;2
US-2016-100419;16/12/2016;Craig Carreira;+606 61000419;CrCarreira@superstore.com;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Cardinal Hold-It CD Pocket;4,788;3
CA-2015-154144;20/12/2015;Maya Herman;+117 75754144;MaHerman@superstore.com;Corporate;United States;Lindenhurst;New York;11757;East;Office Supplies;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;55,48;1
CA-2014-144666;9/11/2014;Jeremy Pistek;+941 11044666;JePistek@superstore.com;Consumer;United States;San Francisco;California;94110;West;Office Supplies;SAFCO Boltless Steel Shelving;340,92;3
CA-2014-144666;9/11/2014;Jeremy Pistek;+941 11044666;JePistek@superstore.com;Consumer;United States;San Francisco;California;94110;West;Furniture;Sauder Mission Library with Doors, Fruitwood Finish;222,666;2
CA-2014-144666;9/11/2014;Jeremy Pistek;+941 11044666;JePistek@superstore.com;Consumer;United States;San Francisco;California;94110;West;Technology;Samsung Galaxy Note 3;703,968;4
CA-2014-144666;9/11/2014;Jeremy Pistek;+941 11044666;JePistek@superstore.com;Consumer;United States;San Francisco;California;94110;West;Office Supplies;Decoflex Hanging Personal Folder File, Blue;92,52;6
CA-2014-144666;9/11/2014;Jeremy Pistek;+941 11044666;JePistek@superstore.com;Consumer;United States;San Francisco;California;94110;West;Office Supplies;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";62,65;7
CA-2014-144666;9/11/2014;Jeremy Pistek;+941 11044666;JePistek@superstore.com;Consumer;United States;San Francisco;California;94110;West;Office Supplies;Xerox 1912;94,85;5
CA-2016-103891;12/7/2016;Kristen Hastings;+900 00803891;KrHastings@superstore.com;Corporate;United States;Los Angeles;California;90008;West;Technology;Cisco SPA525G2 IP Phone - Wireless;95,76;6
CA-2016-152632;27/10/2016;Jeremy Ellison;+121 18052632;JeEllison@superstore.com;Consumer;United States;Troy;New York;12180;East;Furniture;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;40,2;3
CA-2016-100790;26/6/2016;John Grady;+100 02400790;JoGrady@superstore.com;Corporate;United States;New York City;New York;10024;East;Office Supplies;Prang Colored Pencils;14,7;5
CA-2016-100790;26/6/2016;John Grady;+100 02400790;JoGrady@superstore.com;Corporate;United States;New York City;New York;10024;East;Office Supplies;Fellowes Strictly Business Drawer File, Letter/Legal Size;704,25;5
CA-2014-134677;6/10/2014;Xylona Preis;+920 02434677;XyPreis@superstore.com;Consumer;United States;San Diego;California;92024;West;Technology;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;9,09;3
CA-2014-127691;22/7/2014;Erin Mull;+100 02427691;ErMull@superstore.com;Consumer;United States;New York City;New York;10024;East;Office Supplies;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;5,96;2
CA-2014-127691;22/7/2014;Erin Mull;+100 02427691;ErMull@superstore.com;Consumer;United States;New York City;New York;10024;East;Technology;Logitech G602 Wireless Gaming Mouse;159,98;2
CA-2017-140963;10/6/2017;Michelle Tran;+900 04540963;MiTran@superstore.com;Home Office;United States;Los Angeles;California;90045;West;Office Supplies;Alphabetical Labels for Top Tab Filing;29,6;2
CA-2017-140963;10/6/2017;Michelle Tran;+900 04540963;MiTran@superstore.com;Home Office;United States;Los Angeles;California;90045;West;Furniture;O'Sullivan Living Dimensions 2-Shelf Bookcases;514,165;5
CA-2017-140963;10/6/2017;Michelle Tran;+900 04540963;MiTran@superstore.com;Home Office;United States;Los Angeles;California;90045;West;Technology;iHome FM Clock Radio with Lightning Dock;279,96;5
CA-2014-154627;29/10/2014;Sue Ann Reed;+606 61054627;SuReed@superstore.com;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Apple iPhone 5S;2735,952;6
CA-2014-133753;9/6/2014;Carl Weiss;+773 34033753;CaWeiss@superstore.com;Home Office;United States;Huntsville;Texas;77340;Central;Technology;Square Credit Card Reader;7,992;1
CA-2014-133753;9/6/2014;Carl Weiss;+773 34033753;CaWeiss@superstore.com;Home Office;United States;Huntsville;Texas;77340;Central;Technology;Logitech M510 Wireless Mouse;63,984;2
CA-2014-133753;9/6/2014;Carl Weiss;+773 34033753;CaWeiss@superstore.com;Home Office;United States;Huntsville;Texas;77340;Central;Office Supplies;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;70,368;2
CA-2014-113362;14/9/2014;Astrea Jones;+146 60913362;AsJones@superstore.com;Consumer;United States;Rochester;New York;14609;East;Office Supplies;Fellowes Officeware Wire Shelving;449,15;5
CA-2014-113362;14/9/2014;Astrea Jones;+146 60913362;AsJones@superstore.com;Consumer;United States;Rochester;New York;14609;East;Office Supplies;Colored Envelopes;11,07;3
CA-2016-169166;9/5/2016;Sonia Sunley;+981 11569166;SoSunley@superstore.com;Consumer;United States;Seattle;Washington;98115;West;Technology;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;93,98;2
US-2016-120929;18/3/2016;Rose O'Brian;+381 10920929;RoOBrian@superstore.com;Consumer;United States;Memphis;Tennessee;38109;South;Furniture;Balt Solid Wood Rectangular Table;189,882;3
CA-2015-134782;27/12/2015;Maribeth Dona;+727 70134782;MaDona@superstore.com;Consumer;United States;Fayetteville;Arkansas;72701;South;Office Supplies;Strathmore #10 Envelopes, Ultimate White;105,42;2
CA-2016-126158;25/7/2016;Sanjit Chand;+926 62726158;SaChand@superstore.com;Consumer;United States;Costa Mesa;California;92627;West;Office Supplies;Clear Mylar Reinforcing Strips;119,616;8
CA-2016-126158;25/7/2016;Sanjit Chand;+926 62726158;SaChand@superstore.com;Consumer;United States;Costa Mesa;California;92627;West;Furniture;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";255,76;4
CA-2016-126158;25/7/2016;Sanjit Chand;+926 62726158;SaChand@superstore.com;Consumer;United States;Costa Mesa;California;92627;West;Furniture;DMI Arturo Collection Mission-style Design Wood Chair;241,568;2
CA-2016-126158;25/7/2016;Sanjit Chand;+926 62726158;SaChand@superstore.com;Consumer;United States;Costa Mesa;California;92627;West;Furniture;Deflect-O Glasstique Clear Desk Accessories;69,3;9
US-2016-105578;30/5/2016;Maribeth Yedwab;+801 13405578;MaYedwab@superstore.com;Corporate;United States;Parker;Colorado;80134;West;Office Supplies;Vinyl Sectional Post Binders;22,62;2
US-2016-105578;30/5/2016;Maribeth Yedwab;+801 13405578;MaYedwab@superstore.com;Corporate;United States;Parker;Colorado;80134;West;Office Supplies;GBC Standard Therm-A-Bind Covers;14,952;2
US-2016-105578;30/5/2016;Maribeth Yedwab;+801 13405578;MaYedwab@superstore.com;Corporate;United States;Parker;Colorado;80134;West;Furniture;Global Troy Executive Leather Low-Back Tilter;801,568;2
US-2016-105578;30/5/2016;Maribeth Yedwab;+801 13405578;MaYedwab@superstore.com;Corporate;United States;Parker;Colorado;80134;West;Office Supplies;Storex Flexible Poly Binders with Double Pockets;2,376;3
US-2016-105578;30/5/2016;Maribeth Yedwab;+801 13405578;MaYedwab@superstore.com;Corporate;United States;Parker;Colorado;80134;West;Office Supplies;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;32,792;1
CA-2017-134978;12/11/2017;Ed Braxton;+100 02434978;EdBraxton@superstore.com;Corporate;United States;New York City;New York;10024;East;Office Supplies;Avery Durable Slant Ring Binders, No Labels;15,92;5
CA-2015-145352;16/3/2015;Christopher Martinez;+303 31845352;ChMartinez@superstore.com;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Rogers Handheld Barrel Pencil Sharpener;2,74;1
CA-2015-145352;16/3/2015;Christopher Martinez;+303 31845352;ChMartinez@superstore.com;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Newell 344;8,34;3
CA-2015-145352;16/3/2015;Christopher Martinez;+303 31845352;ChMartinez@superstore.com;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Personal File Boxes with Fold-Down Carry Handle;46,74;3
CA-2015-145352;16/3/2015;Christopher Martinez;+303 31845352;ChMartinez@superstore.com;Consumer;United States;Atlanta;Georgia;30318;South;Office Supplies;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;6354,95;5
CA-2017-135307;26/11/2017;Lynn Smith;+641 11835307;LySmith@superstore.com;Consumer;United States;Gladstone;Missouri;64118;Central;Furniture;Executive Impressions Supervisor Wall Clock;126,3;3
CA-2017-135307;26/11/2017;Lynn Smith;+641 11835307;LySmith@superstore.com;Consumer;United States;Gladstone;Missouri;64118;Central;Technology;SanDisk Cruzer 32 GB USB Flash Drive;38,04;2
CA-2016-106341;20/10/2016;Luke Foster;+430 05506341;LuFoster@superstore.com;Consumer;United States;Newark;Ohio;43055;East;Office Supplies;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;7,152;3
CA-2017-163405;21/12/2017;Bradley Nguyen;+900 04963405;BrNguyen@superstore.com;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Newell 327;6,63;3
CA-2017-163405;21/12/2017;Bradley Nguyen;+900 04963405;BrNguyen@superstore.com;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Newell 317;5,88;2
CA-2017-127432;22/1/2017;Alan Dominguez;+594 40527432;AlDominguez@superstore.com;Home Office;United States;Great Falls;Montana;59405;West;Technology;Canon Image Class D660 Copier;2999,95;5
CA-2017-127432;22/1/2017;Alan Dominguez;+594 40527432;AlDominguez@superstore.com;Home Office;United States;Great Falls;Montana;59405;West;Office Supplies;Advantus Rolling Storage Box;51,45;3
CA-2017-127432;22/1/2017;Alan Dominguez;+594 40527432;AlDominguez@superstore.com;Home Office;United States;Great Falls;Montana;59405;West;Office Supplies;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);11,96;2
CA-2017-127432;22/1/2017;Alan Dominguez;+594 40527432;AlDominguez@superstore.com;Home Office;United States;Great Falls;Montana;59405;West;Office Supplies;Tennsco Single-Tier Lockers;1126,02;3
CA-2015-157812;22/3/2015;Dean Braden;+770 04157812;DeBraden@superstore.com;Consumer;United States;Houston;Texas;77041;Central;Technology;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;18,392;1
CA-2015-157812;22/3/2015;Dean Braden;+770 04157812;DeBraden@superstore.com;Consumer;United States;Houston;Texas;77041;Central;Office Supplies;Carina Double Wide Media Storage Towers in Natural & Black;129,568;2
CA-2015-157812;22/3/2015;Dean Braden;+770 04157812;DeBraden@superstore.com;Consumer;United States;Houston;Texas;77041;Central;Office Supplies;XtraLife ClearVue Slant-D Ring Binders by Cardinal;14,112;9
CA-2017-145142;23/1/2017;Matt Connell;+482 23445142;MaConnell@superstore.com;Corporate;United States;Detroit;Michigan;48234;Central;Furniture;Balt Solid Wood Rectangular Table;210,98;2
US-2016-139486;21/5/2016;Logan Haushalter;+900 03239486;LoHaushalter@superstore.com;Consumer;United States;Los Angeles;California;90032;West;Technology;Motorola HK250 Universal Bluetooth Headset;55,176;3
US-2016-139486;21/5/2016;Logan Haushalter;+900 03239486;LoHaushalter@superstore.com;Consumer;United States;Los Angeles;California;90032;West;Technology;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;66,26;2
CA-2015-158792;26/12/2015;Brian Dahlen;+184 84158792;BrDahlen@superstore.com;Consumer;United States;Lawrence;Massachusetts;1841;East;Office Supplies;Staples;22,2;5
CA-2017-113558;21/10/2017;Patricia Hirasaki;+338 80113558;PaHirasaki@superstore.com;Home Office;United States;Lakeland;Florida;33801;South;Furniture;Global Commerce Series High-Back Swivel/Tilt Chairs;683,952;3
CA-2017-113558;21/10/2017;Patricia Hirasaki;+338 80113558;PaHirasaki@superstore.com;Home Office;United States;Lakeland;Florida;33801;South;Furniture;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;45,696;3
US-2015-138303;3/9/2015;Mike Gockenbach;+191 13438303;MiGockenbach@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Eldon Gobal File Keepers;36,336;3
US-2015-138303;3/9/2015;Mike Gockenbach;+191 13438303;MiGockenbach@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Martin Yale Chadless Opener Electric Letter Opener;666,248;1
US-2015-138303;3/9/2015;Mike Gockenbach;+191 13438303;MiGockenbach@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;52,512;6
CA-2015-102848;7/11/2015;Karen Bern;+900 03602848;KaBern@superstore.com;Corporate;United States;Los Angeles;California;90036;West;Furniture;Safco Contoured Stacking Chairs;190,72;1
US-2017-129441;7/9/2017;Jasper Cacioppo;+900 03229441;JaCacioppo@superstore.com;Consumer;United States;Los Angeles;California;90032;West;Furniture;Tenex Chairmats For Use With Carpeted Floors;47,94;3
CA-2016-168753;29/5/2016;Rob Lucas;+361 11668753;RoLucas@superstore.com;Consumer;United States;Montgomery;Alabama;36116;South;Technology;Panasonic KX-TG9471B;979,95;5
CA-2016-168753;29/5/2016;Rob Lucas;+361 11668753;RoLucas@superstore.com;Consumer;United States;Montgomery;Alabama;36116;South;Office Supplies;Presstex Flexible Ring Binders;22,75;5
CA-2016-126613;10/7/2016;Allen Armold;+852 20426613;AlArmold@superstore.com;Consumer;United States;Mesa;Arizona;85204;West;Office Supplies;Sterilite Officeware Hinged File Box;16,768;2
US-2017-122637;3/9/2017;Emily Phan;+606 65322637;EmPhan@superstore.com;Consumer;United States;Chicago;Illinois;60653;Central;Office Supplies;Premier Elliptical Ring Binder, Black;42,616;7
CA-2015-147851;3/12/2015;Mark Packer;+100 00947851;MaPacker@superstore.com;Home Office;United States;New York City;New York;10009;East;Office Supplies;Cardinal Poly Pocket Divider Pockets for Ring Binders;10,752;4
CA-2015-134894;7/12/2015;Darren Koutras;+424 42034894;DaKoutras@superstore.com;Consumer;United States;Henderson;Kentucky;42420;South;Office Supplies;Eureka The Boss Cordless Rechargeable Stick Vac;152,94;3
CA-2015-134894;7/12/2015;Darren Koutras;+424 42034894;DaKoutras@superstore.com;Consumer;United States;Henderson;Kentucky;42420;South;Furniture;Situations Contoured Folding Chairs, 4/Set;283,92;4
CA-2014-140795;1/2/2014;Bradley Drucker;+543 30240795;BrDrucker@superstore.com;Consumer;United States;Green Bay;Wisconsin;54302;Central;Technology;Enermax Aurora Lite Keyboard;468,9;6
CA-2016-136924;14/7/2016;Erin Smith;+857 70536924;ErSmith@superstore.com;Corporate;United States;Tucson;Arizona;85705;West;Technology;LG Electronics Tone+ HBS-730 Bluetooth Headset;380,864;8
US-2015-120161;18/12/2015;Liz MacKendrick;+455 50320161;LiMacKendrick@superstore.com;Consumer;United States;Springfield;Ohio;45503;East;Office Supplies;Fellowes Officeware Wire Shelving;646,776;9
CA-2014-103849;11/5/2014;Paul Gonzalez;+761 10603849;PaGonzalez@superstore.com;Consumer;United States;Fort Worth;Texas;76106;Central;Technology;SanDisk Cruzer 64 GB USB Flash Drive;58,112;2
CA-2014-103849;11/5/2014;Paul Gonzalez;+761 10603849;PaGonzalez@superstore.com;Consumer;United States;Fort Worth;Texas;76106;Central;Technology;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;100,792;1
CA-2014-103849;11/5/2014;Paul Gonzalez;+761 10603849;PaGonzalez@superstore.com;Consumer;United States;Fort Worth;Texas;76106;Central;Furniture;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;66,112;4
CA-2017-162929;19/11/2017;Adrian Shami;+100 03562929;AdShami@superstore.com;Home Office;United States;New York City;New York;10035;East;Office Supplies;Avery Printable Repositionable Plastic Tabs;41,28;6
CA-2017-162929;19/11/2017;Adrian Shami;+100 03562929;AdShami@superstore.com;Home Office;United States;New York City;New York;10035;East;Office Supplies;Xerox 1898;13,36;2
CA-2015-113173;15/11/2015;Dean Katz;+606 65313173;DeKatz@superstore.com;Corporate;United States;Chicago;Illinois;60653;Central;Office Supplies;Home/Office Personal File Carts;250,272;9
CA-2015-113173;15/11/2015;Dean Katz;+606 65313173;DeKatz@superstore.com;Corporate;United States;Chicago;Illinois;60653;Central;Office Supplies;Flexible Leather- Look Classic Collection Ring Binder;11,364;3
CA-2015-113173;15/11/2015;Dean Katz;+606 65313173;DeKatz@superstore.com;Corporate;United States;Chicago;Illinois;60653;Central;Office Supplies;Staple remover;8,72;5
CA-2016-136406;15/4/2016;Bill Donatelli;+941 11036406;BiDonatelli@superstore.com;Consumer;United States;San Francisco;California;94110;West;Furniture;HON 5400 Series Task Chairs for Big and Tall;1121,568;2
CA-2017-112774;11/9/2017;Ryan Crowe;+322 21612774;RyCrowe@superstore.com;Consumer;United States;Jacksonville;Florida;32216;South;Furniture;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";34,504;1
CA-2017-101945;24/11/2017;Greg Tran;+770 07001945;GrTran@superstore.com;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Advantus T-Pin Paper Clips;10,824;3
CA-2017-100650;29/6/2017;Dean Katz;+928 80400650;DeKatz@superstore.com;Corporate;United States;Anaheim;California;92804;West;Office Supplies;Tennsco 16-Compartment Lockers with Coat Rack;1295,78;2
CA-2014-155852;3/3/2014;Ashley Jarboe;+284 40355852;AsJarboe@superstore.com;Consumer;United States;Wilmington;North Carolina;28403;South;Office Supplies;Zebra Zazzle Fluorescent Highlighters;19,456;4
CA-2016-113243;10/6/2016;Olvera Toch;+900 04513243;OlToch@superstore.com;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Avery 473;20,7;2
CA-2016-113243;10/6/2016;Olvera Toch;+900 04513243;OlToch@superstore.com;Consumer;United States;Los Angeles;California;90045;West;Furniture;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;1335,68;4
CA-2016-113243;10/6/2016;Olvera Toch;+900 04513243;OlToch@superstore.com;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Xerox 226;32,4;5
CA-2017-118731;20/11/2017;Liz Pelletier;+941 11018731;LiPelletier@superstore.com;Consumer;United States;San Francisco;California;94110;West;Furniture;Coloredge Poster Frame;42,6;3
CA-2017-118731;20/11/2017;Liz Pelletier;+941 11018731;LiPelletier@superstore.com;Consumer;United States;San Francisco;California;94110;West;Office Supplies;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;84,056;7
CA-2014-145576;14/9/2014;Cynthia Arntzen;+336 61445576;CyArntzen@superstore.com;Consumer;United States;Tampa;Florida;33614;South;Office Supplies;Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts;13;5
CA-2014-145576;14/9/2014;Cynthia Arntzen;+336 61445576;CyArntzen@superstore.com;Consumer;United States;Tampa;Florida;33614;South;Furniture;Advantus Panel Wall Acrylic Frame;13,128;3
CA-2015-130736;7/12/2015;Jeremy Farry;+981 10530736;JeFarry@superstore.com;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Alliance Big Bands Rubber Bands, 12/Pack;3,96;2
CA-2015-130736;7/12/2015;Jeremy Farry;+981 10530736;JeFarry@superstore.com;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Avery 509;2,61;1
CA-2017-137099;7/12/2017;Frank Preis;+900 00837099;FrPreis@superstore.com;Consumer;United States;Los Angeles;California;90008;West;Technology;Cisco SPA301;374,376;3
CA-2017-156951;1/10/2017;Ellis Ballard;+981 10556951;ElBallard@superstore.com;Corporate;United States;Seattle;Washington;98105;West;Office Supplies;Personal Creations Ink Jet Cards and Labels;91,84;8
CA-2017-156951;1/10/2017;Ellis Ballard;+981 10556951;ElBallard@superstore.com;Corporate;United States;Seattle;Washington;98105;West;Office Supplies;GBC White Gloss Covers, Plain Front;81,088;7
CA-2017-156951;1/10/2017;Ellis Ballard;+981 10556951;ElBallard@superstore.com;Corporate;United States;Seattle;Washington;98105;West;Office Supplies;Xerox 222;19,44;3
CA-2017-156951;1/10/2017;Ellis Ballard;+981 10556951;ElBallard@superstore.com;Corporate;United States;Seattle;Washington;98105;West;Furniture;Hon Every-Day Series Multi-Task Chairs;451,152;3
CA-2017-164826;28/12/2017;Jennifer Ferguson;+100 02464826;JeFerguson@superstore.com;Consumer;United States;New York City;New York;10024;East;Office Supplies;Avery 473;72,45;7
CA-2017-164826;28/12/2017;Jennifer Ferguson;+100 02464826;JeFerguson@superstore.com;Consumer;United States;New York City;New York;10024;East;Office Supplies;OIC Bulk Pack Metal Binder Clips;13,96;4
CA-2017-164826;28/12/2017;Jennifer Ferguson;+100 02464826;JeFerguson@superstore.com;Consumer;United States;New York City;New York;10024;East;Office Supplies;Storex Dura Pro Binders;33,264;7
CA-2017-164826;28/12/2017;Jennifer Ferguson;+100 02464826;JeFerguson@superstore.com;Consumer;United States;New York City;New York;10024;East;Technology;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;14,85;3
CA-2016-127250;3/11/2016;Sarah Foster;+982 27027250;SaFoster@superstore.com;Consumer;United States;Marysville;Washington;98270;West;Office Supplies;Newell 332;8,82;3
CA-2015-149713;18/9/2015;Trudy Glocke;+908 80549713;TrGlocke@superstore.com;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Personal Creations Ink Jet Cards and Labels;160,72;14
CA-2015-149713;18/9/2015;Trudy Glocke;+908 80549713;TrGlocke@superstore.com;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Rediform S.O.S. Phone Message Books;19,92;4
CA-2015-149713;18/9/2015;Trudy Glocke;+908 80549713;TrGlocke@superstore.com;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Acme Value Line Scissors;7,3;2
CA-2017-118640;20/7/2017;Carlos Soltero;+606 61018640;CaSoltero@superstore.com;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Trav-L-File Heavy-Duty Shuttle II, Black;69,712;2
CA-2017-118640;20/7/2017;Carlos Soltero;+606 61018640;CaSoltero@superstore.com;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;"Contract Clock, 14"", Brown";8,792;1
CA-2015-132906;10/9/2015;Charles Crestani;+900 00432906;ChCrestani@superstore.com;Consumer;United States;Los Angeles;California;90004;West;Office Supplies;Martin-Yale Premier Letter Opener;51,52;4
CA-2017-145233;1/12/2017;Dianna Vittorini;+802 21945233;DiVittorini@superstore.com;Consumer;United States;Denver;Colorado;80219;West;Technology;GE 30524EE4;470,376;3
CA-2017-145233;1/12/2017;Dianna Vittorini;+802 21945233;DiVittorini@superstore.com;Consumer;United States;Denver;Colorado;80219;West;Technology;AT&T SB67148 SynJ;105,584;2
CA-2017-145233;1/12/2017;Dianna Vittorini;+802 21945233;DiVittorini@superstore.com;Consumer;United States;Denver;Colorado;80219;West;Office Supplies;Fellowes Basic Home/Office Series Surge Protectors;31,152;3
CA-2017-145233;1/12/2017;Dianna Vittorini;+802 21945233;DiVittorini@superstore.com;Consumer;United States;Denver;Colorado;80219;West;Office Supplies;Recycled Pressboard Report Cover with Reinforced Top Hinge;6,783;7
CA-2017-145233;1/12/2017;Dianna Vittorini;+802 21945233;DiVittorini@superstore.com;Consumer;United States;Denver;Colorado;80219;West;Technology;Jabra BIZ 2300 Duo QD Duo Corded Headset;406,368;4
CA-2015-128139;3/7/2015;Bruce Degenhardt;+404 47528139;BrDegenhardt@superstore.com;Consumer;United States;Richmond;Kentucky;40475;South;Furniture;Novimex High-Tech Fabric Mesh Task Chair;70,98;1
CA-2015-128139;3/7/2015;Bruce Degenhardt;+404 47528139;BrDegenhardt@superstore.com;Consumer;United States;Richmond;Kentucky;40475;South;Office Supplies;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;294,93;3
US-2016-156986;20/3/2016;Zuschuss Carroll;+973 30156986;ZuCarroll@superstore.com;Consumer;United States;Salem;Oregon;97301;West;Technology;i.Sound Portable Power - 8000 mAh;84,784;2
US-2016-156986;20/3/2016;Zuschuss Carroll;+973 30156986;ZuCarroll@superstore.com;Consumer;United States;Salem;Oregon;97301;West;Office Supplies;Xerox 225;20,736;4
US-2016-156986;20/3/2016;Zuschuss Carroll;+973 30156986;ZuCarroll@superstore.com;Consumer;United States;Salem;Oregon;97301;West;Office Supplies;Clear Mylar Reinforcing Strips;16,821;3
US-2016-156986;20/3/2016;Zuschuss Carroll;+973 30156986;ZuCarroll@superstore.com;Consumer;United States;Salem;Oregon;97301;West;Office Supplies;Xerox 1894;10,368;2
CA-2014-135405;9/1/2014;Melanie Seite;+780 04135405;MeSeite@superstore.com;Consumer;United States;Laredo;Texas;78041;Central;Office Supplies;Newell 312;9,344;2
CA-2014-135405;9/1/2014;Melanie Seite;+780 04135405;MeSeite@superstore.com;Consumer;United States;Laredo;Texas;78041;Central;Technology;Memorex Micro Travel Drive 8 GB;31,2;3
CA-2014-131450;8/8/2014;Lena Radford;+920 02431450;LeRadford@superstore.com;Consumer;United States;San Diego;California;92024;West;Office Supplies;Fellowes Superior 10 Outlet Split Surge Protector;76,12;2
CA-2014-131450;8/8/2014;Lena Radford;+920 02431450;LeRadford@superstore.com;Consumer;United States;San Diego;California;92024;West;Technology;Sharp AL-1530CS Digital Copier;1199,976;3
CA-2014-131450;8/8/2014;Lena Radford;+920 02431450;LeRadford@superstore.com;Consumer;United States;San Diego;California;92024;West;Technology;AT&T 1070 Corded Phone;445,96;5
CA-2014-131450;8/8/2014;Lena Radford;+920 02431450;LeRadford@superstore.com;Consumer;United States;San Diego;California;92024;West;Furniture;Dana Halogen Swing-Arm Architect Lamp;327,76;8
CA-2016-120180;14/7/2016;Theone Pippenger;+191 13420180;ThPippenger@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Acme Stainless Steel Office Snips;11,632;2
US-2016-100720;16/7/2016;Chloris Kastensmidt;+191 12000720;ChKastensmidt@superstore.com;Consumer;United States;Philadelphia;Pennsylvania;19120;East;Technology;Mophie Juice Pack Helium for iPhone;143,982;3
